director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
don scardino,steve buscemi,olivia wilde,steve carell,comedy,the incredible burt wonderstone,steve buscemi olivia wilde steve carell don scardino comedy magic magic kit magician stage magician vegas english
mark dindal,george kennedy,frank welker,hal holbrook,animation comedy family fantasy musical,cats don't dance,george kennedy frank welker hal holbrook mark dindal animation comedy family fantasy musical animal cat child star hollywood star english
tim robbins,bill murray,vanessa redgrave,emily watson,drama,cradle will rock,bill murray vanessa redgrave emily watson tim robbins drama 1930s depression play theatre union english
steven soderbergh,tony curran,beau bridges,leland orser,drama mystery thriller,the good german,tony curran beau bridges leland orser steven soderbergh drama mystery thriller american driver journalist russian secret english
tom reeve,joan plowright,rollo weeks,simon callow,action adventure comedy fantasy romance,george and the dragon,joan plowright rollo weeks simon callow tom reeve action adventure comedy fantasy romance dragon knight love priest princess english
francis ford coppola,harrison ford,marlon brando,robert duvall,drama war,apocalypse now,harrison ford marlon brando robert duvall francis ford coppola drama war army green beret insanity jungle vietnam english
nanette burstein,rob riggle,kelli garner,jim gaffigan,comedy romance,going the distance,rob riggle kelli garner jim gaffigan nanette burstein comedy romance bar job long distance relationship male pubic hair pubic hair english
stephen herek,alicia witt,olympia dukakis,jean louisa kelly,drama music,mr. holland's opus,alicia witt olympia dukakis jean louisa kelly stephen herek drama music 1990s high school high school teacher teacher inspires students teaching english
ariel vromen,gary oldman,jordi mollà,doug cockle,action crime drama mystery sci-fi thriller,criminal,gary oldman jordi mollà doug cockle ariel vromen action crime drama mystery sci-fi thriller cia husband wife relationship memory tied up while barefoot violence english
sydney pollack,meryl streep,michael gough,michael kitchen,biography drama romance,out of africa,meryl streep michael gough michael kitchen sydney pollack biography drama romance africa hunter love marriage plantation english
robert zemeckis,denzel washington,bruce greenwood,nadine velazquez,drama thriller,flight,denzel washington bruce greenwood nadine velazquez robert zemeckis drama thriller airline flight flight attendant lawyer pilot english
lewis gilbert,desmond llewelyn,lois chiles,lois maxwell,action adventure sci-fi thriller,moonraker,desmond llewelyn lois chiles lois maxwell lewis gilbert action adventure sci-fi thriller astronaut dog official james bond series space shuttle space shuttle transported on a 747 english
wes anderson,bill murray,tom wilkinson,f. murray abraham,adventure comedy crime drama,the grand budapest hotel,bill murray tom wilkinson f. murray abraham wes anderson adventure comedy crime drama first person narration hotel lobby boy mentor protege relationship painting english
scott hicks,anthony hopkins,mika boorem,hope davis,drama mystery,hearts in atlantis,anthony hopkins mika boorem hope davis scott hicks drama mystery based on multiple works bully kiss memory mysterious stranger english
frank marshall,julian sands,peter jason,brian mcnamara,comedy fantasy horror thriller,arachnophobia,julian sands peter jason brian mcnamara frank marshall comedy fantasy horror thriller arachnophobia death doctor small town spider english
gregory hoblit,dennis quaid,andre braugher,noah emmerich,crime drama mystery sci-fi thriller,frequency,dennis quaid andre braugher noah emmerich gregory hoblit crime drama mystery sci-fi thriller altering history alternate history amateur radio ham radio paranormal phenomena english
paul feig,ed begley jr.,kate mckinnon,zach woods,action comedy fantasy sci-fi,ghostbusters,ed begley jr. kate mckinnon zach woods paul feig action comedy fantasy sci-fi ghost ghostbuster ghostbusters male objectification reboot english
john francis daley,chris hemsworth,norman reedus,beverly d'angelo,adventure comedy,vacation,chris hemsworth norman reedus beverly d'angelo john francis daley adventure comedy amusement park dysfunctional family road trip sequel vacation english
barry sonnenfeld,delroy lindo,rene russo,jon gries,comedy crime thriller,get shorty,delroy lindo rene russo jon gries barry sonnenfeld comedy crime thriller debt loan shark mobster movie business producer english
rob marshall,colm feore,chita rivera,jayne eastwood,comedy crime musical,chicago,colm feore chita rivera jayne eastwood rob marshall comedy crime musical fame jail jazz age murder vaudeville english
dennis dugan,steve buscemi,adam sandler,joey lauren adams,comedy drama,big daddy,steve buscemi adam sandler joey lauren adams dennis dugan comedy drama homosexual law law school responsibility vomiting english
j.b. rogers,alyson hannigan,shannon elizabeth,natasha lyonne,comedy,american pie 2,alyson hannigan shannon elizabeth natasha lyonne j.b. rogers comedy beach beach house college party student english
john lasseter,tom hanks,john ratzenberger,jim varney,adventure animation comedy family fantasy,toy story,tom hanks john ratzenberger jim varney john lasseter adventure animation comedy family fantasy claw crane cowboy jealousy rivalry toy english
jan de bont,keanu reeves,alan ruck,joe morton,action adventure crime thriller,speed,keanu reeves alan ruck joe morton jan de bont action adventure crime thriller bomb bus elevator explosive rescue english
michael sucsy,channing tatum,lucas bryant,dillon casey,drama romance,the vow,channing tatum lucas bryant dillon casey michael sucsy drama romance car accident life support memory loss trauma voice recording english
tom vaughan,harrison ford,brendan fraser,alan ruck,drama,extraordinary measures,harrison ford brendan fraser alan ruck tom vaughan drama cure disease imagination race against time venture capital english
boaz yakin,ryan gosling,denzel washington,ethan suplee,biography drama sport,remember the titans,ryan gosling denzel washington ethan suplee boaz yakin biography drama sport american football based on true story head coach high school school english
john mctiernan,scott glenn,jeffrey jones,courtney b. vance,action adventure thriller,the hunt for red october,scott glenn jeffrey jones courtney b. vance john mctiernan action adventure thriller analyst defection navy soviet submarine submarine english
lee daniels,alex pettyfer,david oyelowo,vanessa redgrave,biography drama,lee daniels' the butler,alex pettyfer david oyelowo vanessa redgrave lee daniels biography drama butler civil rights hotel president white house english
barry sonnenfeld,anjelica huston,raul julia,carel struycken,comedy fantasy,the addams family,anjelica huston raul julia carel struycken barry sonnenfeld comedy fantasy accountant loan shark macabre uncle uncle fester english
steve oedekerk,bruce spence,bob gunton,sophie okonedo,adventure comedy,ace ventura: when nature calls,bruce spence bob gunton sophie okonedo steve oedekerk adventure comedy africa bat hawaiian shirt pregnancy pregnant english
garry marshall,anne hathaway,hector elizondo,heather matarazzo,comedy family romance,the princess diaries,anne hathaway hector elizondo heather matarazzo garry marshall comedy family romance cinderella story fish out of water makeover manners princess english
hugh wilson,stockard channing,elizabeth berkley,stephen collins,comedy,the first wives club,stockard channing elizabeth berkley stephen collins hugh wilson comedy cult film female therapist revenge revenge motive therapy session english
david fincher,morgan freeman,brad pitt,reg e. cathey,crime drama mystery thriller,se7en,morgan freeman brad pitt reg e. cathey david fincher crime drama mystery thriller detective police partner serial killer serial murder seven deadly sins english
neill blomkamp,sharlto copley,jed brophy,jason cope,action sci-fi thriller,district 9,sharlto copley jed brophy jason cope neill blomkamp action sci-fi thriller alien ghetto prawn refugee refugee camp english
stephen hillenburg,scarlett johansson,bill fagerbakke,rodger bumpass,adventure animation comedy family fantasy,the spongebob squarepants movie,scarlett johansson bill fagerbakke rodger bumpass stephen hillenburg adventure animation comedy family fantasy based on tv series crown dream king neptune plankton english
clint eastwood,john doman,spencer treat clark,tom guiry,crime drama mystery thriller,mystic river,john doman spencer treat clark tom guiry clint eastwood crime drama mystery thriller ballistics detective friend gun sexual abuse english
