director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,plot_keywords,language,comb
peter jackson,christopher lee,orlando bloom,billy boyd,action adventure drama fantasy,the lord of the rings: the two towers,epic evil wizard middle earth ring wizard,english,christopher lee orlando bloom billy boyd peter jackson action adventure drama fantasy epic evil wizard middle earth ring wizard english
sergey bodrov,jeff bridges,djimon hounsou,olivia williams,action adventure fantasy,seventh son,apprentice demon exorcism master apprentice relationship witch,english,jeff bridges djimon hounsou olivia williams sergey bodrov action adventure fantasy apprentice demon exorcism master apprentice relationship witch english
simon west,angelina jolie pitt,noah taylor,chris barrie,action adventure fantasy thriller,lara croft: tomb raider,illuminati planetary alignment time tomb tomb raider,english,angelina jolie pitt noah taylor chris barrie simon west action adventure fantasy thriller illuminati planetary alignment time tomb tomb raider english
wally pfister,johnny depp,morgan freeman,clifton collins jr.,drama mystery romance sci-fi thriller,transcendence,artificial intelligence consciousness power outage scientist technology,english,johnny depp morgan freeman clifton collins jr. wally pfister drama mystery romance sci-fi thriller artificial intelligence consciousness power outage scientist technology english
joe johnston,michael jeter,trevor morgan,alessandro nivola,action adventure sci-fi thriller,jurassic park iii,dinosaur island jurassic park paleontologist search,english,michael jeter trevor morgan alessandro nivola joe johnston action adventure sci-fi thriller dinosaur island jurassic park paleontologist search english
rupert wyatt,james franco,david oyelowo,tyler labine,action drama sci-fi thriller,rise of the planet of the apes,alzheimer's disease ape chimpanzee fire when animals attack,english,james franco david oyelowo tyler labine rupert wyatt action drama sci-fi thriller alzheimer's disease ape chimpanzee fire when animals attack english
mark waters,martin short,tod fennell,joan plowright,adventure family fantasy,the spiderwick chronicles,actor playing multiple roles brownie the creature closing credits sequence family relationships magical creature,english,martin short tod fennell joan plowright mark waters adventure family fantasy actor playing multiple roles brownie the creature closing credits sequence family relationships magical creature english
john moore,bruce willis,cole hauser,megalyn echikunwoke,action thriller,a good day to die hard,bomb cia courthouse escape russian,english,bruce willis cole hauser megalyn echikunwoke john moore action thriller bomb cia courthouse escape russian english
brad bird,holly hunter,craig t. nelson,lou romano,action adventure animation family,the incredibles,hero island lawsuit secret superhero,english,holly hunter craig t. nelson lou romano brad bird action adventure animation family hero island lawsuit secret superhero english
renny harlin,christopher masterson,frank langella,matthew modine,action adventure comedy,cutthroat island,latin pirate pirate ship treasure treasure map,english,christopher masterson frank langella matthew modine renny harlin action adventure comedy latin pirate pirate ship treasure treasure map english
chris columbus,logan lerman,rosario dawson,steve coogan,adventure family fantasy,percy jackson & the olympians: the lightning thief,greek lightning lightning bolt poseidon teenager,english,logan lerman rosario dawson steve coogan chris columbus adventure family fantasy greek lightning lightning bolt poseidon teenager english
barry sonnenfeld,will smith,rip torn,linda fiorentino,adventure comedy family mystery sci-fi,men in black,alien box office hit flying saucer laser gun wisecrack humor,english,will smith rip torn linda fiorentino barry sonnenfeld adventure comedy family mystery sci-fi alien box office hit flying saucer laser gun wisecrack humor english
john lasseter,tom hanks,john ratzenberger,wayne knight,adventure animation comedy family fantasy,toy story 2,collector dog friend rescue toy,english,tom hanks john ratzenberger wayne knight john lasseter adventure animation comedy family fantasy collector dog friend rescue toy english
tony scott,denzel washington,rosario dawson,ethan suplee,action thriller,unstoppable,freight train race against time runaway train train train engineer,english,denzel washington rosario dawson ethan suplee tony scott action thriller freight train race against time runaway train train train engineer english
brett ratner,mei melançon,john lone,harris yulin,action comedy crime thriller,rush hour 2,boat gang hong kong triad vacation,english,mei melançon john lone harris yulin brett ratner action comedy crime thriller boat gang hong kong triad vacation english
robert zemeckis,harrison ford,amber valletta,miranda otto,drama fantasy horror mystery thriller,what lies beneath,ghost haunted house research secret vermont,english,harrison ford amber valletta miranda otto robert zemeckis drama fantasy horror mystery thriller ghost haunted house research secret vermont english
phil lord,will forte,bobb'e j. thompson,al roker,animation comedy family sci-fi,cloudy with a chance of meatballs,food giant food mayor sardine weather,english,will forte bobb'e j. thompson al roker phil lord animation comedy family sci-fi food giant food mayor sardine weather english
carlos saldanha,denis leary,maile flanagan,kelly keaton,action adventure animation comedy family,ice age: dawn of the dinosaurs,egg lost world rescue squirrel weasel,english,denis leary maile flanagan kelly keaton carlos saldanha action adventure animation comedy family egg lost world rescue squirrel weasel english
ben stiller,adam scott,adrian martinez,joey slotnick,adventure comedy drama fantasy romance,the secret life of walter mitty,daydream life magazine magazine photographer snow leopard,english,adam scott adrian martinez joey slotnick ben stiller adventure comedy drama fantasy romance daydream life magazine magazine photographer snow leopard english
mcg,bill murray,ll cool j,kelly lynch,action adventure comedy crime thriller,charlie's angels,booty shake box office hit duct tape over mouth first part martial arts,english,bill murray ll cool j kelly lynch mcg action adventure comedy crime thriller booty shake box office hit duct tape over mouth first part martial arts english
martin scorsese,leonardo dicaprio,matt damon,ray winstone,crime drama thriller,the departed,boston mole police undercover undercover cop,english,leonardo dicaprio matt damon ray winstone martin scorsese crime drama thriller boston mole police undercover undercover cop english
tony bancroft,ming-na wen,harvey fierstein,june foray,adventure animation family fantasy musical war,mulan,based on poem based on true story china one word title the huns,english,ming-na wen harvey fierstein june foray tony bancroft adventure animation family fantasy musical war based on poem based on true story china one word title the huns english
ben stiller,robert downey jr.,steve coogan,brandon t. jackson,action comedy,tropic thunder,film director parody spoof vietnam written and directed by cast member,english,robert downey jr. steve coogan brandon t. jackson ben stiller action comedy film director parody spoof vietnam written and directed by cast member english
