director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,plot_keywords,language
phyllida lloyd,colin firth,meryl streep,julie walters,comedy family musical romance,mamma mia!,bride greece island mediterranean wedding,english
garry marshall,bradley cooper,taylor lautner,anne hathaway,comedy romance,valentine's day,flower indian restaurant tv station valentine valentine's day,english
jay chandrasekhar,alice greczyn,jessica simpson,michael weston,action adventure comedy,the dukes of hazzard,1969 dodge charger bikini farm misogynist tow truck,english
terrence malick,nick stahl,miranda otto,dash mihok,drama war,the thin red line,battle hill jungle multiple perspectives tropical island,english
david dobkin,ryan reynolds,olivia wilde,mircea monroe,comedy fantasy,the change-up,best friend fountain law firm lawyer sex,english
milos forman,matt price,gerry becker,tom dreesen,biography comedy drama,man on the moon,andy kaufman comedian eccentric wrestler wrestling,english
martin scorsese,robert de niro,don rickles,kevin pollak,biography crime drama,casino,car bomb card cheat cash casino gambling syndicate,english
pierre morel,kasia smutniak,amber rose revah,rebecca dayan,action thriller,from paris with love,ambassador cia dinner spy terrorist,english
paul hunter,jaime king,mako,victoria smurfit,action comedy fantasy,bulletproof monk,monastery monk scroll tibetan tibetan monk,english
bobby farrelly,robert forster,tony cox,rob moran,comedy,"me, myself & irene",dissociative identity disorder limousine multiple personality police rhode island,english
steve oedekerk,rob paulsen,wanda sykes,maurice lamarche,animation comedy family,barnyard,cow farmer howl howling at the moon vegetarian,english
john whitesell,matthew broderick,jorge garcia,alia shawkat,comedy family,deck the halls,christmas december holiday massachusetts neighbor,english
chris weitz,robert pattinson,kristen stewart,taylor lautner,adventure drama fantasy romance,the twilight saga: new moon,forks washington protecting a woman title same as book vampire werewolf,english
andrew adamson,kathleen freeman,chris miller,bobby block,adventure animation comedy family fantasy,shrek,donkey fairy tale ogre princess swamp,english
george nolfi,matt damon,michael kelly,jon stewart,romance sci-fi thriller,the adjustment bureau,love at first sight obscene finger gesture rain teleportation three word title,english
kevin reynolds,alan rickman,morgan freeman,michael wincott,action adventure drama romance,robin hood: prince of thieves,balladeer crusades england king modern minstrel,english
cameron crowe,tom cruise,kelly preston,bonnie hunt,comedy drama romance sport,jerry maguire,agent career client fiance sports agent,english
seth macfarlane,mila kunis,seth macfarlane,tom skerritt,comedy fantasy,ted,2010s car accident sex scene teddy bear testicle,english
james l. brooks,lupe ontiveros,yeardley smith,shirley knight,comedy drama romance,as good as it gets,dog friendship neighbor unlikely friendship writer,english
tom shadyac,robin williams,philip seymour hoffman,monica potter,biography comedy drama romance,patch adams,doctor hospital mental institution nurse student,english
adam mckay,harrison ford,will ferrell,steve carell,comedy,anchorman 2: the legend continues,fame father son relationship interracial kiss interracial relationship interracial sex,english
steven brill,steve buscemi,adam sandler,peter gallagher,comedy romance,mr. deeds,abbreviation in title reporter small town sudden wealth unknowing heir,english
j.j. abrams,joel courtney,aj michalka,zach mills,mystery sci-fi thriller,super 8,deputy group of friends time train train crash,english
steven soderbergh,julia roberts,albert finney,conchata ferrell,biography drama,erin brockovich,contamination corporate crime environmental issue female protagonist working single mother,english
donald petrie,matthew mcconaughey,adam goldberg,thomas lennon,comedy romance,how to lose a guy in 10 days,advertising executive diamond magazine party wager,english
phil lord,channing tatum,craig roberts,amber stevens west,action comedy crime,22 jump street,college drugs hidden camera tattoo undercover,english
neil jordan,brad pitt,tom cruise,kirsten dunst,drama fantasy horror,interview with the vampire: the vampire chronicles,betrayal dangerous friend gothic monster as victim vampire,english
peyton reed,bradley cooper,zooey deschanel,danny masterson,comedy romance,yes man,best friend dvd girlfriend loan self help,english
rawson marshall thurber,dwayne johnson,thomas kretschmann,megan park,action comedy crime,central intelligence,accountant blooper espionage facebook high school reunion,english
chris columbus,julia roberts,liam aiken,herbert russell,comedy drama,stepmom,attorney cancer custody fashion photographer photographer,english
sean anders,will ferrell,linda cardellini,mark l. young,comedy family,daddy's home,biological father dad drinking product placement wilhelm scream,english
rob marshall,johnny depp,meryl streep,anna kendrick,adventure comedy drama fantasy musical,into the woods,based on stage musical cinderella little red riding hood singing witch,english
spike lee,denzel washington,james ransone,peter gerety,crime drama mystery thriller,inside man,bank detective negotiation police robber,english
brian helgeland,bill duke,deborah kara unger,william devane,action crime drama thriller,payback,anti hero criminal greed prostitute tough guy,english
frank marshall,dylan walsh,joe don baker,grant heslov,action adventure mystery sci-fi,congo,captain congo expedition laser lost city,english
cameron crowe,scarlett johansson,matt damon,stephanie szostak,comedy drama family,we bought a zoo,blocked road father son relationship love at first sight teenage boy zookeeper,english
alex proyas,nicolas cage,ben mendelsohn,chandler canterbury,drama mystery sci-fi thriller,knowing,disaster end of the world number student time capsule,english
tom dey,bradley cooper,matthew mcconaughey,zooey deschanel,comedy romance,failure to launch,friend intervention moving secret slacker,english
hideo nakata,naomi watts,gary cole,sissy spacek,horror mystery,the ring two,cartoon on tv foreign language adaptation second part videotape writer,english
glenn ficarra,ryan gosling,emma stone,steve carell,comedy drama romance,"crazy, stupid, love.",bar divorce friend girl male objectification,english
peter hewitt,bill murray,mark christopher lawrence,michael monks,animation comedy family fantasy,garfield,cat dog first part lasagna veterinarian,english
joe roth,jamie lee curtis,cheech marin,jake busey,comedy family,christmas with the kranks,act of kindness christmas christmas eve neighbor vacation,english
bennett miller,philip seymour hoffman,robin wright,brad pitt,biography drama sport,moneyball,baseball meeting statistics strategy voice over,english
wolfgang petersen,kevin spacey,morgan freeman,rene russo,action drama thriller,outbreak,disease epidemic monkey quarantine virus,english
jaume collet-serra,liam neeson,nate parker,scoot mcnairy,action mystery thriller,non-stop,air marshal death passenger terrorist transatlantic flight,english
andy fickman,dwayne johnson,billy brown,tom everett scott,action adventure family fantasy sci-fi thriller,race to witch mountain,alien military mountain spacecraft ufo,english
james mcteigue,natalie portman,eddie marsan,rupert graves,action drama thriller,v for vendetta,dystopia freedom government revolution terrorist,english
david dobkin,fann wong,anna-louise plowman,georgina chapman,action adventure comedy,shanghai knights,1880s arrow imperial seal murder revenge,english
unknown_director,bernard hill,gemma jones,nicola walker,crime drama,unforgotten            ,unknown_keywords,english
matthew o'callaghan,will ferrell,frank welker,alexander gould,adventure animation comedy family,curious george,hat monkey museum shrine yellow,english
angela robinson,scoot mcnairy,thomas lennon,cheryl hines,adventure comedy family fantasy romance sport,herbie fully loaded,automobile racing car mechanic nascar street racing,english
gary fleder,oliver platt,jennifer esposito,conrad goode,crime drama mystery thriller,don't say a word,mental institution post traumatic stress psychiatrist vomiting voyeur,english
tommy wirkola,jeremy renner,derek mears,ingrid bolsø berdal,action fantasy horror,hansel & gretel: witch hunters,bounty hunter brother sister team death of loved one hansel and gretel supernatural power,english
adrian lyne,olivier martinez,erik per sullivan,chad lowe,drama thriller,unfaithful,erotic thriller infidelity marital infidelity unfaithfulness wife's lover murdered by husband,english
d.j. caruso,alex pettyfer,emily wickersham,reuben langdon,action adventure sci-fi thriller,i am number four,based on young adult novel good versus evil guardian human alien ohio,english
stephen gaghan,matt damon,amr waked,kayvan novak,drama thriller,syriana,cia hezbollah lebanon oil prince,english
michael bay,toby stephens,james badge dale,david costabile,action drama thriller war,13 hours,based on true story cia agent libya mercenary u.s. ambassador,english
jorge r. gutiérrez,channing tatum,hector elizondo,ana de la reguera,adventure animation comedy family fantasy romance,the book of life,afterlife bullfight bullfighting love triangle mexico,english
